Protein,AMIKACIN,AMP,AZITHROMYCIN,BDQ,CAP,CEF,CHLORAMPHENICOL,CIPROFLOXACIN,CLARYTHROMYCIN,CLOFAZIMINE,CPZ,CYCLOSERINED,DELx,DOXYCYCLINE,ECONAZOLE,EMB,EMBx,ERY,ETA,ETHIDIUMBROMIDE,FUSIDICACID,INH,Kanamycin,LEVO,LINEZOLID,LZDx,MENADIONE,MINOCYCLINE,MTM,Moxifloxacin,NIGERICIN,NITROFURANTOIN,NORFLOXACIN,NOVOBIOCIN,OFLOX,OFX1,OXA,PA824,PBTZ169x,RIF,ROX,SM,SPECTINOMYCIN,SQ109,SUTx,TET,THZ (1hrMIC),TRZ,TUNICAMYCIN,VANCOMYCIN,VERAPAMIL,VERx
I6XF17,1177566.59,1001987.065,911080.98,111804.8177,1032846.158,949673.0882,974760.0984,112100.706,854829.1339,91779.09227,211039.8679,1279286.663,215763.8084,899419.924,88547.62787,1352268.651,1352268.651,854834.3149,1570616.04,153550.6309,1003564.213,1606518.81,1191214.957,143405.1011,1125949.64,1125949.64,1188370.61,857426.5187,919108.052,119587.8531,1206019.657,1099648.813,112509.009,180420.429,143405.1011,143405.1011,1044357.54,245659.2407,152638.0973,135269.341,921757.9192,1242121.598,874602.8059,1413029.696,762521.1937,847340.2492,2117045.605,84013.01067,954109.3653,145790.6695,138928.0917,138928.0917
I6XF25,1526141.27,518423.8482,1682526.444,320855.0493,1451033.677,1321966.099,582665.1817,259573.5002,1948170.875,992497.9149,825883.2919,1034632.391,483722.4192,1436290.1,919832.9512,783384.7425,783384.7425,1948170.875,1146231.646,1475483.524,1714242.523,1072805.796,1766314.624,303439.3992,1239838.525,1239838.525,1513441.571,1445956.522,1819850.46,255447.2672,1619767.972,657247.6452,229284.5052,164033.1993,303439.3992,303439.3992,418068.268,610567.7225,522919.947,135448.7852,1495801.745,1488061.159,1640884.795,1510408.07,451528.3135,1442399.6,1537200.76,202064.9913,1156401.18,76526.53242,363877.3589,363877.3589
I6XF31,827024.5025,1280133.793,696702.2359,172186.3163,843178.809,648564.7118,572590.8265,113822.7929,651527.4135,90549.62527,129219.1232,1952051.102,153363.3861,834998.8174,105206.2847,1202744.158,1202744.158,658553.1735,1401405.62,181769.8705,763641.7993,1587834.541,759242.8689,137837.7565,818127.5624,818127.5624,987236.5769,854810.0943,712479.255,119775.3539,734010.8694,909133.0442,117177.4606,259461.5135,137837.7565,137837.7565,662050.3422,156049.1372,144890.2364,149268.8618,670609.0605,733866.7868,675654.0839,715115.3816,676895.4121,828164.5037,1884502.11,151448.2493,774600.1226,158449.9035,203636.3447,203636.3447
I6XF52,459482.6232,1450818.375,1192494.157,1111953.015,1036094.563,990457.0243,1371789.843,1029263.314,1173849.621,1022569.659,1829223.408,1350085.605,1503655.433,1052697.389,1160596.288,1417811.453,1417811.453,1221376.621,1278265.484,1254955.503,1083884.113,1126501.01,562095.5998,1407446.213,1105840.077,1105840.077,1071740.338,1056378.558,510884.3925,1323999.96,1933930.62,1365745.726,1092599.359,770025.1052,1407446.213,1407446.213,1433962.14,1608294.486,1178510.484,1706901.673,841368.2316,1453971.147,984598.5237,1696169.717,1061877.659,935392.86,1191391.005,900315.6033,899656.2967,1048316.905,2025593.813,2025593.813
I6XF60,905627.499,1083477.927,1222813.972,1442020.466,1222557.092,1403089.557,824696.2278,507776.2955,1245180.139,1199690.322,1339968.272,1563727.982,2268988.123,1357258.404,1539142.44,2384675.149,2384675.149,1247806.301,2550164.903,1500547.929,1132722.155,1559552.923,966437.6765,1469693.63,1120380.139,1120380.139,1397432.657,1366817.154,1131289.939,625709.3689,918818.6901,675295.2393,505237.1632,1848632.827,1469693.63,1469693.63,1656006.847,2344788.007,2138787.044,1697177.562,1159882.492,1577321.909,1174156.5,898954.854,1823149.994,1320255.809,2640242.687,1510545.233,1216604.294,803964.6176,1405676.967,1405676.967
I6XF84,758265.7708,1503251.435,708341.4006,135339.4216,709161.2699,775721.3384,1021648.813,149998.0036,591659.8822,114733.6588,239975.0873,1995972.031,154148.3675,667244.7551,95044.01751,1216921.936,1216921.936,591713.5532,1501085.05,192155.9264,612028.4295,1704026.562,799853.6244,207994.0652,743257.7351,743257.7351,983711.2438,700541.9461,757172.2256,136099.8675,666246.2464,1111685.381,144112.068,210454.6401,207994.0652,207994.0652,657858.7908,178897.7567,198890.156,183044.9796,614351.9374,823641.5892,609498.3451,878550.187,892593.1687,674193.1079,1982274.579,133335.3368,609669.6141,175182.0605,190298.4035,190298.4035
I6XF92,345166.9656,1119907.844,279682.8223,147220.5785,271586.2484,316127.6855,1323211.875,173074.5574,259301.2066,102860.6593,126657.0587,774379.0005,219604.1246,294057.0027,137410.9261,563086.5489,563086.5489,259301.2066,1370241.659,412542.0784,188174.0326,1224809.089,311521.3244,169980.6141,282284.114,282284.114,266700.379,249144.1435,304145.6933,160705.4421,180375.0127,1230842.24,173719.8101,178795.268,169980.6141,169980.6141,1084450.992,219412.3723,178146.0943,160497.567,246208.8316,331004.2461,284201.3611,362387.0569,1188746.243,224234.3435,1512149.133,160868.3059,329774.179,118481.0871,145190.8199,145190.8199
I6XFA6,339419.7597,74957.03505,206875.6039,23340.95717,264521.1972,307152.2829,829797.0101,23697.64824,233973.8896,22656.44488,56217.87077,157692.9524,21054.44943,231752.8756,20518.61367,267269.9175,267269.9175,232561.9381,242216.3273,102606.1552,144650.7247,533498.2864,358427.3269,24394.74316,307852.016,307852.016,329767.1901,257713.5463,197674.4404,22921.82772,152306.8733,840065.3429,22023.61619,45350.8033,24394.74316,24394.74316,54459.95552,33766.53639,41568.60267,24630.63787,198300.6417,205751.558,206344.4273,345774.9002,49594.61479,246790.9744,807010.5728,21791.54196,206894.2554,12923.1561,45377.24099,45377.24099
I6XFA9,421336.5353,441694.9365,400960.1622,95316.39616,521060.7804,450188.8911,901863.5782,79998.8896,298794.3551,72033.84283,245702.9532,1009814.266,200057.7466,315479.3398,80663.64058,1143307.272,1143307.272,308794.0851,1534092.758,245400.5618,581150.5765,747164.9618,447164.9629,89831.87306,636368.0098,636368.0098,655313.8428,341947.5356,429194.0308,68950.15608,719555.6353,782955.1803,76150.67375,72969.14496,89831.87306,89831.87306,186210.5363,224437.3445,158703.1697,99755.3055,350045.4422,446276.8094,297317.1826,828917.282,500895.8488,330108.3804,2099841.912,103535.7923,578212.3827,43363.9977,108740.2344,108740.2344
I6XFB7,1382070.369,817739.3213,865826.8817,158289.455,1351634.641,614010.7715,981521.206,75214.90805,775174.65,925765.021,688109.1497,1765369.996,302091.4687,588809.6335,881018.0333,1921314.702,1921314.702,770315.88,1409623.169,1367757.744,905200.4035,1313941.227,1411703.009,94586.92341,1086029.572,1086029.572,846740.456,503131.9668,833442.2444,75305.06405,1302392.575,907287.2001,66217.35675,69796.15838,94586.92341,94586.92341,690248.3365,423786.4567,235834.9917,25254.59441,713682.6068,1074554.235,627384.9223,1591542.644,725954.6632,592458.5652,1842823.12,132804.2243,1051728.669,22995.60946,376490.0763,376490.0763
I6XFC2,644474.6024,521878.8766,472178.6035,70532.76194,734198.7394,596855.6343,687140.834,45257.58077,527398.4536,81688.05224,91689.00473,678939.7017,171074.3069,445353.692,67639.11328,981092.1726,981092.1726,508025.3536,1580765.265,176983.8232,484155.9053,1056690.946,639348.6354,57932.00243,595465.5834,595465.5834,617283.1161,453941.9237,473743.4557,35450.3108,596248.8685,763595.1965,45600.3236,137756.6956,57932.00243,57932.00243,425793.7495,183338.3775,116796.4084,41080.74811,558731.6201,531371.8114,488805.4997,791118.6913,605804.4844,445580.5137,2362492.046,56352.91579,463630.6053,87456.80633,65331.60059,65331.60059
I6XFD1,2200653.677,1537837.337,1976138.115,190917.3925,2023047.046,2315519.693,906578.4736,65106.00195,2437370.256,65915.35707,219024.6369,1537059.64,171736.3682,2424907.931,93844.59382,1976763.058,1976763.058,2088707.353,2525844.125,151329.3116,2269809.566,1846351.784,2305100.409,103249.2797,2467461.567,2467461.567,2802442.324,2406254.528,2160137.001,91483.97657,2481064.163,1070242.299,76108.58891,148349.1634,103249.2797,103249.2797,910448.9631,189038.8989,163694.3664,125339.4812,1897738.422,2571491.736,2449827.17,2305256.983,1427249.822,2370133.903,2696116.818,106245.5968,2106570.767,88902.75414,158315.5266,158315.5266
I6XFF3,2138175.619,1035783.464,1908068.921,94115.04578,1960966.864,1566010.265,1293350.557,37289.51084,2245649.802,116894.9771,175008.7376,1473625.287,207501.8369,1766731.256,68456.04447,1368910.989,1368910.989,2236649.102,1887835.859,236674.9281,2190860.025,1446237.228,2136302.112,55031.41621,1633415.171,1633415.171,1951525.076,1787149.68,2357623.628,36948.66051,2233190.474,1369357.986,36961.40061,99377.83253,55031.41621,55031.41621,990734.581,183038.9983,140991.6141,35722.90025,1899753.605,2043463.677,2008211.633,2189830.254,898385.6426,1770986.39,2189770.764,40038.18916,1715574.016,92832.74491,92892.81011,92892.81011
I6XFF7,1736817.439,892937.1708,897844.4663,123428.247,1669900.82,928731.8062,917818.6463,57300.89183,742673.3863,476890.8604,521553.7776,1395075.367,493871.0246,695825.0508,159920.9037,2089944.684,2089944.684,748363.6863,1686895.7,608765.674,805257.0193,1425327.293,1746147.274,86340.8365,1511833.788,1511833.788,1166979.981,603808.5585,791506.0341,53437.5325,1408369.937,895632.9501,50554.152,174766.3325,86340.8365,86340.8365,601678.3966,570418.6627,416065.4159,86879.42067,855331.4924,1299045.787,738885.4002,1906789.31,532786.0785,702579.5718,2155049.078,78567.16635,1273923.918,68409.98968,247234.3302,247234.3302
I6XFI7,444078.3086,1597500.983,1338624.835,1293393.073,1093123.664,885137.6897,1793156.098,1268295.573,1138288.141,1173823.063,2248450.45,1604567.905,2156888.948,1129488.523,1132099.313,1996550.303,1996550.303,1136452.143,1616789.59,1468945.81,973314.6993,1450200.48,478229.9667,1679700.877,1044879.116,1044879.116,1225320.217,1117416.225,503715.7418,1948909.123,1948486.488,1657189.561,1360315.412,767251.402,1679700.877,1679700.877,1626756.484,1745441.314,1594952.978,1920584.199,965087.4833,1605511.923,1351596.403,2070674.597,1263654.196,990758.0913,1265799.787,1010074.24,860716.2707,930911.056,2536578.487,2536578.487
I6XFT2,1250155.139,1032947.154,1393779.11,155989.9223,1370171.994,850975.214,961308.1232,76204.47107,1420217.21,906561.533,712313.5621,1485428.852,459316.2165,1404844.278,848243.6712,1090829.117,1090829.117,1419344.64,1414305.85,1306186.743,1315874.58,1374048.735,1377223.509,101135.0561,783949.0807,783949.0807,1507087.452,1434487.185,1149832.675,81537.85173,1296301.662,1207924.724,71890.25107,78433.01583,101135.0561,101135.0561,998344.2733,565578.1961,336277.3411,43926.445,1374044.409,1474715.386,1499758.071,1571086.914,1066342.517,1436022.289,1917611.951,85251.36933,1195878.562,20007.05,275963.561,275963.561
I6XFU1,1043167.401,586642.5299,741386.4845,149693.2856,962201.0696,455954.4942,793937.4544,37476.84681,607644.8106,38681.60403,150213.4596,1123149.65,602732.7852,552735.6373,53073.72278,2557909.294,2557909.294,607649.9916,2314888.25,196786.2486,595500.7243,1187893.825,1258051.459,28950.01838,771164.958,771164.958,763242.7902,471796.7262,672457.2794,35790.02044,932153.535,725267.6248,37998.05481,98052.27263,28950.01838,28950.01838,750160.9485,646186.3745,451225.2395,30685.41151,541712.8023,980149.8011,635562.8678,1147585.945,970047.6684,549455.8123,2489806.812,48729.27037,765804.7877,63852.99028,181461.9524,181461.9524
I6XFY8,767452.2925,644167.9392,564738.1757,122462.9487,822551.7561,580787.8761,1965433.376,30466.24793,489152.7583,34084.39365,83007.90901,1065265.886,170670.3552,556409.7443,48164.17398,2165199.991,2165199.991,494378.2983,2073399.363,139383.8434,577725.7004,1168861.087,773722.647,35270.53345,957094.5353,957094.5353,607052.1956,601850.5574,545445.0561,72136.6265,881834.1585,1382155.495,41592.97077,101779.8674,35270.53345,35270.53345,859573.015,180460.1206,142550.9732,91131.23224,532107.2297,773581.7647,456170.8957,1001580.349,963791.8964,556298.2361,2198420.856,69879.24201,875887.1817,52912.79243,108590.8545,108590.8545
I6XFZ8,509947.3093,380569.7376,150812.65,146357.3282,434614.6675,438672.6917,536707.9923,89072.01388,186533.6083,422092.9477,555700.6475,452379.73,618907.1674,211077.3703,262299.649,1041779.023,1041779.023,187340.6083,688129.599,518630.2843,212724.5324,478148.657,513896.4843,98619.69688,361426.9693,361426.9693,361331.8902,185252.0699,288821.6919,86459.09503,359799.8714,543729.2093,83160.51025,125692.7717,98619.69688,98619.69688,539223.4906,684314.4102,578163.121,55977.18337,309939.7942,293854.5789,232507.9346,726424.4514,397998.1555,183782.7349,966229.8024,82252.17753,185054.0518,43915.97206,349229.4298,349229.4298
I6XG13,431965.3543,996237.0995,278806.1337,555548.6071,340879.2408,356520.4081,1008640.841,106763.9972,376185.6647,347989.5311,506894.5644,1490301.33,1056061.723,476747.3916,419229.3544,2277024.222,2277024.222,376183.5147,2500137.803,448762.672,436029.567,1444264.069,399164.1651,412940.3384,436109.5245,436109.5245,580865.9449,421825.8044,338528.7674,121130.2209,416820.3387,1010045.807,105771.5227,597440.8315,412940.3384,412940.3384,1357289.364,1066889.746,995932.5257,613393.1339,316085.2303,353176.6426,446278.3906,503794.1036,1593084.157,374068.5665,2723799.116,523970.0216,336953.9682,192823.6498,554273.219,554273.219
I6XG31,2693760.734,1008345.925,2294942.039,114863.2068,2558802.148,1964055.4,1298914.231,54300.44888,2435187.865,85034.69954,178683.6224,1327770.276,186487.1865,2075025.221,83428.53262,1801883.728,1801883.728,2435187.865,1662660.007,151136.6854,2357777.811,1531348.874,2711910.824,89060.67971,2232916.965,2232916.965,2049058.527,2076762.034,2654845.071,53906.37605,2785769.663,1229314.719,54665.17972,141751.6156,89060.67971,89060.67971,513916.6923,180357.1816,113898.3903,54634.86129,2200781.893,2693284.561,2240818.472,2931721.963,354024.5183,2081169.557,2126737.609,54225.32556,2259767.845,145107.6249,135668.1324,135668.1324
I6XG38,220370.422,210335.3626,258885.5517,54957.89637,376328.7388,196357.5222,260126.2236,50961.55444,152811.0306,101832.6538,104649.4211,527062.6602,376476.9393,160587.8861,36101.03747,487502.6685,487502.6685,155001.0306,578933.04,145697.5086,163037.9194,469309.335,418693.9462,69970.42204,215122.5617,215122.5617,225527.9441,222809.8323,496887.835,54563.44433,179501.1374,359424.7608,53694.50733,90860.67324,69970.42204,69970.42204,160774.3114,416096.243,275889.5937,54193.23423,226347.5682,278057.1662,156790.2162,470536.4386,160154.5661,203876.6449,980125.5407,50096.59053,244682.0874,61172.87073,85688.85276,85688.85276
I6XG43,1629005.441,369827.3168,1559283.971,197216.8423,1390764.829,1130116.274,651187.9607,75420.57496,1972627.438,375773.4558,419878.0561,833658.1202,599293.9795,1375167.02,203762.2138,609801.5895,609801.5895,1972432.438,666072.5305,506885.139,1829680.998,755556.0552,1718154.808,92627.17275,1228971.889,1228971.889,1517843.286,1391130.27,1699164.847,113417.5687,1753543.888,697139.6206,100703.3902,188186.8676,92627.17275,92627.17275,452646.6378,626809.3661,521737.0697,68828.92748,1669639.906,1527769.224,1758185.017,1643526.799,419542.7788,1384351.712,661863.5835,128456.7664,1113793.061,89062.76666,323412.5287,323412.5287
I6XGJ1,335359.512,332503.9581,335838.2062,52330.9837,295330.0137,376025.0312,185443.518,12008.57512,279316.4012,213409.7638,364501.6236,460150.5472,32144.39963,322071.426,122401.4037,476897.3271,476897.3271,294876.0112,1292975.558,284055.0938,215451.0628,657645.5239,678796.1733,31037.80467,368338.4446,368338.4446,401471.8576,319901.4052,405708.6697,17038.28379,237703.9395,221553.0649,7634.778453,120960.7947,31037.80467,31037.80467,277315.8043,29636.6177,37984.70033,20355.6454,256541.5279,306308.8889,309556.28,414950.117,263432.6359,316964.1727,1925853.131,30558.18656,233785.7032,27235.59204,134337.2823,134337.2823
I6XH73,326553.928,964076.2126,538813.8205,222966.9948,321139.9059,551685.8161,1717733.084,162125.1072,580791.9008,153379.4411,222780.43,1155707.812,185150.054,345480.9323,139895.3998,1691879.873,1691879.873,585991.3708,2502492.032,330514.0325,569679.1757,1142981.742,539049.3095,142557.777,602209.0282,602209.0282,473823.7371,391141.3458,657417.1908,349057.9721,463774.7172,1402952.467,173418.3718,254116.6028,142557.777,142557.777,915097.7588,217494.7205,256106.5591,154884.2473,391703.0104,457097.0371,433511.9287,437781.3721,1220746.786,340481.3739,2982940.206,230112.2045,454383.414,254779.9818,138971.9274,138971.9274
I6XHC3,980504.0972,889047.5611,746812.8866,44968.82847,874194.9833,853829.2015,1846345.02,103068.6087,687156.4633,337323.5725,350464.0435,1570737.801,272986.6873,627418.8011,156308.1494,2372345.705,2372345.705,687187.4233,2529721.297,525310.7353,566631.2076,1373797.739,981372.3155,35255.96453,893571.1352,893571.1352,657546.3822,610915.6611,667686.1036,37066.03065,826848.3533,1267470.084,40944.39856,49097.48384,35255.96453,35255.96453,882796.5539,295643.8821,227120.9368,37126.89853,689530.2454,911346.6661,644542.1289,1076559.32,1140443.676,640578.6011,2706355.612,68220.42128,805446.3539,22199.0824,26603.06294,26603.06294
I6XHD1,229089.7658,407535.4437,189715.617,126323.1139,274781.9767,238021.206,468614.2165,86327.26752,221696.9117,53125.57854,77862.66983,395249.0423,149852.3344,115716.27,67375.87414,304048.1698,304048.1698,232829.3084,899469.2408,151207.5897,273248.454,458236.0503,237995.8308,101469.6781,407301.2865,407301.2865,184907.2993,180938.9881,474588.9364,109927.921,316763.7477,595899.9171,98696.77652,150019.4871,101469.6781,101469.6781,378145.4573,168170.1739,166297.2049,116569.1867,223971.2728,288189.5627,159596.8992,394603.9808,163823.8015,119376.7643,1633341.913,81405.13863,389423.2872,105170.1794,106419.5249,106419.5249
I6XHD6,3049050.257,2422722.909,2202426.366,168376.7846,3482409.307,2234015.576,2427187.106,88599.53558,2135305.109,143585.894,244348.4465,3503011.688,174405.851,2492371.665,166311.6512,3223813.586,3223813.586,2137060.59,3173372.245,294366.5985,2357608.363,2989004.434,3221461.523,162758.0003,2292837.305,2292837.305,2668787.062,2697052.774,2275276.893,91749.49775,2842816.447,1884639.223,82920.79691,162336.6258,162758.0003,162758.0003,1031587.569,191650.0783,242826.6944,142605.9249,2165252.77,3195900.868,2489807.005,2839899.778,1266530.67,2568371.974,4020643.75,126527.0741,2973798.588,138160.3428,185182.8613,185182.8613
I6XHG6,579289.0092,579439.5845,349750.5788,53092.36983,545189.3074,327468.9631,862049.9084,13600.64551,277308.3013,12421.39123,150430.1936,906987.6252,168235.8212,274257.147,34126.85226,1075212.04,1075212.04,278273.8834,1128075.399,102595.7873,294744.3717,699085.8028,688197.0041,21777.17512,549304.4053,549304.4053,266647.0059,291207.7962,346621.311,22051.44877,621492.0466,783832.6795,13891.97076,32579.01799,21777.17512,21777.17512,397124.5126,182508.544,73988.49176,16368.3789,309913.8358,647747.5546,329598.0839,710926.0209,435462.6112,272318.5954,1499031.741,19850.73068,560834.0983,24204.92746,53573.66047,53573.66047
I6XHH2,665239.9106,2001271.004,1714986.788,1314657.178,904368.6843,1180033.813,1877091.758,1388149.109,1687655.252,1170398.382,1806258.509,1939536.817,1558100.183,1211847.35,1233838.135,974897.3567,974897.3567,1735505.196,1408497.624,1679975.5,1803904.388,1202078.707,687114.3286,1664267.539,1113435.598,1113435.598,1520948.35,1069372.599,732759.3477,1676304.192,2678785.331,1625183.338,1377716.648,1131098.671,1664267.539,1664267.539,1934519.602,1754453.481,1227051.252,2155663.022,1006889.726,1999144.043,1543332.291,1405071.986,1239866.646,922491.5007,1259444.285,1222229.84,1031004.713,943590.9427,1923256.787,1923256.787
